Image,SSIM (Blurry),SSIM (Student)
0366_768_1536.jpg,0.7661,0.7675
0366_768_256.jpg,0.7974,0.7929
0366_768_512.jpg,0.8104,0.8065
0366_768_768.jpg,0.7931,0.7933
0369_0_0.jpg,0.4455,0.4357
0369_0_1024.jpg,0.7176,0.7096
0369_0_1280.jpg,0.5986,0.5907
0369_0_1536.jpg,0.6345,0.6294
0369_0_256.jpg,0.5769,0.5745
0369_0_512.jpg,0.7137,0.7063
0369_0_768.jpg,0.7615,0.7534
0369_1024_0.jpg,0.4539,0.4439
0369_1024_1024.jpg,0.4462,0.4428
0369_1024_1280.jpg,0.5446,0.5394
0369_1024_1536.jpg,0.586,0.5807
0369_1024_256.jpg,0.5087,0.504
0369_1024_512.jpg,0.5176,0.5133
0369_1024_768.jpg,0.5417,0.5387
0369_256_0.jpg,0.5909,0.5813
0369_256_1024.jpg,0.673,0.6602
0369_256_1280.jpg,0.7056,0.6954
0369_256_1536.jpg,0.7903,0.7835
0369_256_256.jpg,0.7192,0.7095
0369_256_512.jpg,0.7472,0.7265
0369_256_768.jpg,0.6374,0.6234
0369_512_0.jpg,0.5946,0.5872
0369_512_1024.jpg,0.6242,0.6096
0369_512_1280.jpg,0.6652,0.6576
0369_512_1536.jpg,0.8043,0.7893
0369_512_256.jpg,0.7253,0.7089
0369_512_512.jpg,0.6913,0.6752
0369_512_768.jpg,0.6355,0.6211
0369_768_0.jpg,0.5642,0.5581
0369_768_1024.jpg,0.5891,0.5808
0369_768_1280.jpg,0.6232,0.6178
0369_768_1536.jpg,0.762,0.7561
0369_768_256.jpg,0.6737,0.6641
0369_768_512.jpg,0.6232,0.6174
0369_768_768.jpg,0.6207,0.6158
0378_0_0.jpg,0.8837,0.8678
0378_0_1024.jpg,0.4517,0.443
0378_0_1280.jpg,0.5595,0.5493
0378_0_1536.jpg,0.5861,0.5739
0378_0_256.jpg,0.7777,0.7682
0378_0_512.jpg,0.7107,0.6948
0378_0_768.jpg,0.5615,0.5511
0378_1024_0.jpg,0.699,0.6851
0378_1024_1024.jpg,0.7092,0.6942
0378_1024_1280.jpg,0.818,0.8073
0378_1024_1536.jpg,0.9208,0.9121
0378_1024_256.jpg,0.7605,0.7457
0378_1024_512.jpg,0.7065,0.6895
0378_1024_768.jpg,0.6588,0.6422
0378_1280_0.jpg,0.7316,0.7203
0378_1280_1024.jpg,0.5346,0.5189
0378_1280_1280.jpg,0.6577,0.6465
0378_1280_1536.jpg,0.5823,0.5679
0378_1280_256.jpg,0.7012,0.6886
0378_1280_512.jpg,0.6227,0.6083
0378_1280_768.jpg,0.6881,0.6742
0378_256_0.jpg,0.7547,0.7428
0378_256_1024.jpg,0.6896,0.6747
0378_256_1280.jpg,0.666,0.6537
0378_256_1536.jpg,0.5934,0.5797
0378_256_256.jpg,0.6622,0.6472
0378_256_512.jpg,0.8296,0.8061
0378_256_768.jpg,0.7939,0.7713
0378_512_0.jpg,0.6921,0.6779
0378_512_1024.jpg,0.7785,0.7648
0378_512_1280.jpg,0.8455,0.8223
0378_512_1536.jpg,0.7824,0.7515
0378_512_256.jpg,0.8088,0.7471
0378_512_512.jpg,0.8712,0.7966
0378_512_768.jpg,0.7953,0.7798
0378_768_0.jpg,0.7198,0.7001
0378_768_1024.jpg,0.7713,0.7552
0378_768_1280.jpg,0.7371,0.7272
0378_768_1536.jpg,0.7517,0.7298
0378_768_256.jpg,0.8574,0.8375
0378_768_512.jpg,0.8987,0.8279
0378_768_768.jpg,0.7317,0.7184
0384_0_0.jpg,0.7978,0.7901
0384_0_1024.jpg,0.9948,0.9929
0384_0_1280.jpg,0.9954,0.9936
0384_0_1536.jpg,0.9441,0.9413
0384_0_256.jpg,0.8856,0.8819
0384_0_512.jpg,0.9776,0.9756
0384_0_768.jpg,0.9956,0.9934
0384_1024_0.jpg,0.5712,0.5492
0384_1024_1024.jpg,0.6919,0.6736
0384_1024_1280.jpg,0.6668,0.6496
0384_1024_1536.jpg,0.6472,0.629
0384_1024_256.jpg,0.5181,0.5023
0384_1024_512.jpg,0.5211,0.5058
0384_1024_768.jpg,0.7685,0.748
0384_256_0.jpg,0.5496,0.5422
0384_256_1024.jpg,0.8384,0.8349
0384_256_1280.jpg,0.7882,0.7822
0384_256_1536.jpg,0.5416,0.5297
0384_256_256.jpg,0.5617,0.5522
0384_256_512.jpg,0.6241,0.6133
0384_256_768.jpg,0.8284,0.8214
0384_512_0.jpg,0.5079,0.4962
0384_512_1024.jpg,0.4865,0.4665
0384_512_1280.jpg,0.5602,0.5482
0384_512_1536.jpg,0.6208,0.6058
0384_512_256.jpg,0.5345,0.5225
0384_512_512.jpg,0.5582,0.5434
0384_512_768.jpg,0.5084,0.4826
0384_768_0.jpg,0.7832,0.7732
0384_768_1024.jpg,0.7126,0.6995
0384_768_1280.jpg,0.7236,0.7171
0384_768_1536.jpg,0.7142,0.7012
0384_768_256.jpg,0.7158,0.705
0384_768_512.jpg,0.6738,0.6605
0384_768_768.jpg,0.6789,0.6622
0396_0_0.jpg,0.9765,0.9671
0396_0_1024.jpg,0.9923,0.9841
0396_0_1280.jpg,0.9889,0.9813
0396_0_1536.jpg,0.9749,0.9735
0396_0_256.jpg,0.9892,0.9819
0396_0_512.jpg,0.9846,0.9772
0396_0_768.jpg,0.9918,0.9849
0396_1024_0.jpg,0.652,0.636
0396_1024_1024.jpg,0.639,0.6164
0396_1024_1280.jpg,0.6721,0.6505
0396_1024_1536.jpg,0.8296,0.818
0396_1024_256.jpg,0.552,0.5313
0396_1024_512.jpg,0.5901,0.575
0396_1024_768.jpg,0.6985,0.6762
0396_256_0.jpg,0.9683,0.9693
0396_256_1024.jpg,0.9798,0.9753
0396_256_1280.jpg,0.9748,0.9734
0396_256_1536.jpg,0.9658,0.9686
0396_256_256.jpg,0.9763,0.9756
0396_256_512.jpg,0.9789,0.9754
0396_256_768.jpg,0.9813,0.9626
0396_512_0.jpg,0.9565,0.9537
0396_512_1024.jpg,0.9466,0.9378
0396_512_1280.jpg,0.9543,0.947
0396_512_1536.jpg,0.9474,0.9385
0396_512_256.jpg,0.947,0.9356
0396_512_512.jpg,0.9087,0.8986
0396_512_768.jpg,0.9513,0.9436
0396_768_0.jpg,0.7647,0.7508
0396_768_1024.jpg,0.7583,0.7412
0396_768_1280.jpg,0.7946,0.7799
0396_768_1536.jpg,0.8288,0.8104
0396_768_256.jpg,0.7459,0.7342
0396_768_512.jpg,0.7452,0.7321
0396_768_768.jpg,0.7536,0.7434
0399_0_0.jpg,0.9964,0.9901
0399_0_1024.jpg,0.9259,0.9184
0399_0_256.jpg,0.9966,0.9889
0399_0_512.jpg,0.9131,0.9067
0399_0_768.jpg,0.8036,0.7946
0399_1024_0.jpg,0.8361,0.6539
0399_1024_1024.jpg,0.457,0.4545
0399_1024_256.jpg,0.5259,0.5237
0399_1024_512.jpg,0.4721,0.4677
0399_1024_768.jpg,0.4479,0.4451
0399_1280_0.jpg,0.6746,0.6636
0399_1280_1024.jpg,0.4744,0.4719
0399_1280_256.jpg,0.5323,0.5301
0399_1280_512.jpg,0.5103,0.5041
0399_1280_768.jpg,0.4469,0.4429
0399_1536_0.jpg,0.6708,0.6643
0399_1536_1024.jpg,0.5456,0.5346
0399_1536_256.jpg,0.6169,0.6116
0399_1536_512.jpg,0.5906,0.5821
0399_1536_768.jpg,0.5582,0.5444
0399_256_0.jpg,0.9967,0.9804
0399_256_1024.jpg,0.6959,0.6767
0399_256_256.jpg,0.9699,0.8934
0399_256_512.jpg,0.5985,0.591
0399_256_768.jpg,0.5109,0.5086
0399_512_0.jpg,0.9968,0.7347
0399_512_1024.jpg,0.6198,0.5223
0399_512_256.jpg,0.6971,0.547
0399_512_512.jpg,0.4578,0.4556
0399_512_768.jpg,0.4618,0.4616
0399_768_0.jpg,0.8604,0.6229
0399_768_1024.jpg,0.545,0.5297
0399_768_256.jpg,0.5453,0.5424
0399_768_512.jpg,0.4345,0.4335
0399_768_768.jpg,0.4817,0.4806
0423_0_0.jpg,0.9824,0.9678
0423_0_1024.jpg,0.8662,0.8474
0423_0_1280.jpg,0.976,0.9508
0423_0_1536.jpg,0.9822,0.9591
0423_0_256.jpg,0.9844,0.9687
0423_0_512.jpg,0.9557,0.9384
0423_0_768.jpg,0.8817,0.8583
0423_1024_0.jpg,0.6106,0.5903
0423_1024_1024.jpg,0.6773,0.6626
0423_1024_1280.jpg,0.6663,0.6524
0423_1024_1536.jpg,0.6779,0.6643
0423_1024_256.jpg,0.6333,0.6136
0423_1024_512.jpg,0.6858,0.6712
0423_1024_768.jpg,0.6694,0.6551
0423_256_0.jpg,0.9753,0.9543
0423_256_1024.jpg,0.7007,0.676
0423_256_1280.jpg,0.7438,0.7246
0423_256_1536.jpg,0.9839,0.9605
0423_256_256.jpg,0.9129,0.8945
0423_256_512.jpg,0.7859,0.7664
0423_256_768.jpg,0.7256,0.7039
0423_512_0.jpg,0.9698,0.9507
0423_512_1024.jpg,0.7487,0.731
0423_512_1280.jpg,0.6785,0.6619
0423_512_1536.jpg,0.7415,0.7284
0423_512_256.jpg,0.8408,0.8166
0423_512_512.jpg,0.7544,0.7367
0423_512_768.jpg,0.781,0.759
0423_768_0.jpg,0.9134,0.8917
0423_768_1024.jpg,0.7544,0.7408
0423_768_1280.jpg,0.7818,0.7663
0423_768_1536.jpg,0.8599,0.8465
0423_768_256.jpg,0.9162,0.8995
0423_768_512.jpg,0.8101,0.8005
0423_768_768.jpg,0.831,0.8217
0424_0_0.jpg,0.835,0.825
0424_0_1024.jpg,0.9718,0.967
0424_0_1280.jpg,0.9627,0.9527
0424_0_1536.jpg,0.9561,0.8115
0424_0_256.jpg,0.9054,0.8984
0424_0_512.jpg,0.9241,0.9206
0424_0_768.jpg,0.9741,0.9728
0424_1024_0.jpg,0.9245,0.9188
0424_1024_1024.jpg,0.9561,0.9564
0424_1024_1280.jpg,0.9681,0.969
0424_1024_1536.jpg,0.9591,0.9574
0424_1024_256.jpg,0.8914,0.8821
0424_1024_512.jpg,0.8972,0.889
0424_1024_768.jpg,0.9075,0.9022
0424_256_0.jpg,0.7259,0.7044
0424_256_1024.jpg,0.9629,0.9573
0424_256_1280.jpg,0.9654,0.9617
0424_256_1536.jpg,0.9392,0.9341
0424_256_256.jpg,0.7512,0.7426
0424_256_512.jpg,0.8678,0.8615
0424_256_768.jpg,0.9142,0.9049
0424_512_0.jpg,0.6744,0.6524
0424_512_1024.jpg,0.8669,0.8571
0424_512_1280.jpg,0.936,0.9315
0424_512_1536.jpg,0.9204,0.9115
0424_512_256.jpg,0.7085,0.6962
0424_512_512.jpg,0.7224,0.7152
0424_512_768.jpg,0.8285,0.8193
0424_768_0.jpg,0.6921,0.6751
0424_768_1024.jpg,0.8688,0.8573
0424_768_1280.jpg,0.9646,0.9624
0424_768_1536.jpg,0.9606,0.955
0424_768_256.jpg,0.8133,0.786
0424_768_512.jpg,0.8212,0.7885
0424_768_768.jpg,0.7841,0.7681
0447_0_0.jpg,0.9893,0.9813
0447_0_1024.jpg,0.9571,0.9512
0447_0_1280.jpg,0.9948,0.988
0447_0_1536.jpg,0.9281,0.8578
0447_0_256.jpg,0.989,0.9827
0447_0_512.jpg,0.9899,0.985
0447_0_768.jpg,0.9931,0.9869
0447_1024_0.jpg,0.6452,0.6184
0447_1024_1024.jpg,0.5604,0.5553
0447_1024_1280.jpg,0.5341,0.5212
0447_1024_1536.jpg,0.5444,0.5347
0447_1024_256.jpg,0.6263,0.6174
0447_1024_512.jpg,0.6094,0.5987
0447_1024_768.jpg,0.5734,0.5284
0447_1280_0.jpg,0.6125,0.551
0447_1280_1024.jpg,0.5889,0.5828
0447_1280_1280.jpg,0.59,0.584
0447_1280_1536.jpg,0.5923,0.5761
0447_1280_256.jpg,0.5436,0.535
0447_1280_512.jpg,0.6245,0.6161
0447_1280_768.jpg,0.5131,0.506
0447_256_0.jpg,0.9928,0.9868
0447_256_1024.jpg,0.8549,0.8518
0447_256_1280.jpg,0.9791,0.9716
0447_256_1536.jpg,0.702,0.6808
0447_256_256.jpg,0.9687,0.9643
0447_256_512.jpg,0.8491,0.8435
0447_256_768.jpg,0.96,0.9493
0447_512_0.jpg,0.8987,0.888
0447_512_1024.jpg,0.5974,0.5869
0447_512_1280.jpg,0.8021,0.7899
0447_512_1536.jpg,0.6161,0.6064
0447_512_256.jpg,0.714,0.703
0447_512_512.jpg,0.6081,0.5966
0447_512_768.jpg,0.8611,0.8395
0447_768_0.jpg,0.7509,0.6796
0447_768_1024.jpg,0.5235,0.4996
0447_768_1280.jpg,0.5423,0.5315
0447_768_1536.jpg,0.5371,0.5185
0447_768_256.jpg,0.616,0.5996
0447_768_512.jpg,0.5449,0.5214
0447_768_768.jpg,0.7702,0.6183
0457_0_0.jpg,0.9975,0.9933
0457_0_256.jpg,0.9974,0.9928
0457_0_512.jpg,0.9819,0.9768
0457_0_768.jpg,0.9979,0.9926
0457_1024_0.jpg,0.5828,0.5791
0457_1024_256.jpg,0.5883,0.5812
0457_1024_512.jpg,0.544,0.5372
0457_1024_768.jpg,0.5845,0.6009
0457_1280_0.jpg,0.6362,0.6283
0457_1280_256.jpg,0.6451,0.64
0457_1280_512.jpg,0.6588,0.6502
0457_1280_768.jpg,0.6372,0.6501
0457_1536_0.jpg,0.62,0.6184
0457_1536_256.jpg,0.6581,0.6522
0457_1536_512.jpg,0.6581,0.6555
0457_1536_768.jpg,0.6547,0.6614
0457_256_0.jpg,0.9974,0.9764
0457_256_256.jpg,0.998,0.9883
0457_256_512.jpg,0.8696,0.8477
0457_256_768.jpg,0.9976,0.96
0457_512_0.jpg,0.9278,0.8434
0457_512_256.jpg,0.8633,0.8121
0457_512_512.jpg,0.6648,0.587
0457_512_768.jpg,0.9376,0.7658
0457_768_0.jpg,0.5172,0.5064
0457_768_256.jpg,0.518,0.5069
0457_768_512.jpg,0.5312,0.513
0457_768_768.jpg,0.5394,0.5289
0482_0_0.jpg,0.8284,0.8202
0482_0_1024.jpg,0.669,0.6532
0482_0_1280.jpg,0.6586,0.6527
0482_0_1536.jpg,0.7489,0.7456
0482_0_256.jpg,0.7811,0.7793
0482_0_512.jpg,0.7433,0.7328
0482_0_768.jpg,0.6397,0.6366
0482_1024_0.jpg,0.8704,0.8635
0482_1024_1024.jpg,0.7198,0.7145
0482_1024_1280.jpg,0.6405,0.6332
0482_1024_1536.jpg,0.7513,0.7464
0482_1024_256.jpg,0.8123,0.8088
0482_1024_512.jpg,0.8165,0.8094
0482_1024_768.jpg,0.8523,0.8483
0482_256_0.jpg,0.7604,0.7503
0482_256_1024.jpg,0.6442,0.6326
0482_256_1280.jpg,0.6251,0.6239
0482_256_1536.jpg,0.7204,0.7156
0482_256_256.jpg,0.7615,0.7566
0482_256_512.jpg,0.681,0.6714
0482_256_768.jpg,0.6798,0.6772
0482_512_0.jpg,0.6983,0.6865
0482_512_1024.jpg,0.5926,0.5794
0482_512_1280.jpg,0.6128,0.6011
0482_512_1536.jpg,0.6166,0.6041
0482_512_256.jpg,0.6604,0.6482
0482_512_512.jpg,0.6367,0.6236
0482_512_768.jpg,0.5814,0.5691
0482_768_0.jpg,0.7484,0.7366
0482_768_1024.jpg,0.5846,0.5784
0482_768_1280.jpg,0.5997,0.5902
0482_768_1536.jpg,0.5986,0.5852
0482_768_256.jpg,0.7017,0.6901
0482_768_512.jpg,0.6879,0.68
0482_768_768.jpg,0.6208,0.6152
0487_0_0.jpg,0.8157,0.7974
0487_0_1024.jpg,0.6574,0.6467
0487_0_1280.jpg,0.7663,0.7587
0487_0_1536.jpg,0.6307,0.6259
0487_0_256.jpg,0.6383,0.632
0487_0_512.jpg,0.6911,0.6821
0487_0_768.jpg,0.7152,0.691
0487_1024_0.jpg,0.3642,0.3548
0487_1024_1024.jpg,0.4733,0.4591
0487_1024_1280.jpg,0.5155,0.4969
0487_1024_1536.jpg,0.5529,0.5309
0487_1024_256.jpg,0.3727,0.3603
0487_1024_512.jpg,0.3794,0.3642
0487_1024_768.jpg,0.4218,0.4048
0487_256_0.jpg,0.9191,0.9016
0487_256_1024.jpg,0.6875,0.6815
0487_256_1280.jpg,0.7618,0.7627
0487_256_1536.jpg,0.835,0.8261
0487_256_256.jpg,0.6038,0.5951
0487_256_512.jpg,0.6787,0.6754
0487_256_768.jpg,0.6471,0.6409
0487_512_0.jpg,0.8872,0.8706
0487_512_1024.jpg,0.6925,0.6931
0487_512_1280.jpg,0.8888,0.8825
0487_512_1536.jpg,0.7739,0.7678
0487_512_256.jpg,0.5398,0.5302
0487_512_512.jpg,0.7425,0.7405
0487_512_768.jpg,0.6963,0.6909
0487_768_0.jpg,0.8128,0.7941
0487_768_1024.jpg,0.541,0.5363
0487_768_1280.jpg,0.7329,0.7228
0487_768_1536.jpg,0.6078,0.5995
0487_768_256.jpg,0.5031,0.4798
0487_768_512.jpg,0.6817,0.6745
0487_768_768.jpg,0.574,0.5638
0491_0_0.jpg,0.9271,0.9161
0491_0_1024.jpg,0.9973,0.9679
0491_0_1280.jpg,0.9525,0.8781
0491_0_1536.jpg,0.3608,0.352
0491_0_256.jpg,0.9971,0.9873
0491_0_512.jpg,0.9966,0.9519
0491_0_768.jpg,0.9971,0.8978
0491_1024_0.jpg,0.4878,0.4817
0491_1024_1024.jpg,0.3982,0.3909
0491_1024_1280.jpg,0.4277,0.4211
0491_1024_1536.jpg,0.4053,0.4011
0491_1024_256.jpg,0.4485,0.4419
0491_1024_512.jpg,0.4355,0.4269
0491_1024_768.jpg,0.3825,0.3747
0491_256_0.jpg,0.4669,0.4581
0491_256_1024.jpg,0.7522,0.7438
0491_256_1280.jpg,0.5243,0.5134
0491_256_1536.jpg,0.2868,0.2811
0491_256_256.jpg,0.5661,0.5582
0491_256_512.jpg,0.6022,0.5928
0491_256_768.jpg,0.8448,0.8329
0491_512_0.jpg,0.3468,0.3427
0491_512_1024.jpg,0.4843,0.4764
0491_512_1280.jpg,0.356,0.3505
0491_512_1536.jpg,0.3329,0.327
0491_512_256.jpg,0.3692,0.3639
0491_512_512.jpg,0.4946,0.4843
0491_512_768.jpg,0.4952,0.4871
0491_768_0.jpg,0.425,0.4224
0491_768_1024.jpg,0.4347,0.4285
0491_768_1280.jpg,0.467,0.4612
0491_768_1536.jpg,0.4339,0.4254
0491_768_256.jpg,0.3816,0.3756
0491_768_512.jpg,0.4436,0.4382
0491_768_768.jpg,0.4418,0.4367
0526_0_0.jpg,0.5197,0.515
0526_0_1024.jpg,0.5677,0.5603
0526_0_1280.jpg,0.4021,0.3954
0526_0_1536.jpg,0.4459,0.441
0526_0_256.jpg,0.4699,0.4619
0526_0_512.jpg,0.5115,0.5039
0526_0_768.jpg,0.5885,0.5808
0526_1024_0.jpg,0.6122,0.6056
0526_1024_1024.jpg,0.4771,0.4663
0526_1024_1280.jpg,0.5148,0.505
0526_1024_1536.jpg,0.5911,0.5863
0526_1024_256.jpg,0.5488,0.5411
0526_1024_512.jpg,0.4686,0.4626
0526_1024_768.jpg,0.5327,0.5234
0526_256_0.jpg,0.4898,0.4866
0526_256_1024.jpg,0.5817,0.5739
0526_256_1280.jpg,0.3879,0.38
0526_256_1536.jpg,0.4174,0.4115
0526_256_256.jpg,0.3935,0.3833
0526_256_512.jpg,0.438,0.4311
0526_256_768.jpg,0.6214,0.6125
0526_512_0.jpg,0.3213,0.3128
0526_512_1024.jpg,0.4806,0.4711
0526_512_1280.jpg,0.3572,0.349
0526_512_1536.jpg,0.2695,0.2591
0526_512_256.jpg,0.2943,0.2825
0526_512_512.jpg,0.3953,0.3895
0526_512_768.jpg,0.3633,0.3538
0526_768_0.jpg,0.4648,0.4584
0526_768_1024.jpg,0.3657,0.3574
0526_768_1280.jpg,0.2885,0.278
0526_768_1536.jpg,0.3346,0.3259
0526_768_256.jpg,0.3371,0.3281
0526_768_512.jpg,0.3196,0.3122
0526_768_768.jpg,0.3623,0.3492
0527_0_0.jpg,0.9937,0.946
0527_0_1024.jpg,0.9523,0.9468
0527_0_1280.jpg,0.9946,0.9906
0527_0_1536.jpg,0.994,0.9855
0527_0_256.jpg,0.9948,0.8296
0527_0_512.jpg,0.9937,0.8551
0527_0_768.jpg,0.9926,0.9853
0527_256_0.jpg,0.992,0.9045
0527_256_1024.jpg,0.7278,0.7153
0527_256_1280.jpg,0.7888,0.7809
0527_256_1536.jpg,0.9302,0.916
0527_256_256.jpg,0.9932,0.9592
0527_256_512.jpg,0.9904,0.9823
0527_256_768.jpg,0.9159,0.9114
0527_512_0.jpg,0.895,0.8802
0527_512_1024.jpg,0.5272,0.5234
0527_512_1280.jpg,0.5303,0.5275
0527_512_1536.jpg,0.5143,0.506
0527_512_256.jpg,0.9829,0.9751
0527_512_512.jpg,0.9342,0.9243
0527_512_768.jpg,0.7185,0.7091
0527_768_0.jpg,0.4635,0.4463
0527_768_1024.jpg,0.48,0.472
0527_768_1280.jpg,0.4958,0.4898
0527_768_1536.jpg,0.5505,0.5408
0527_768_256.jpg,0.5617,0.5464
0527_768_512.jpg,0.5149,0.5043
0527_768_768.jpg,0.4342,0.4241
0530_0_0.jpg,0.984,0.9788
0530_0_1024.jpg,0.8486,0.8214
0530_0_1280.jpg,0.9409,0.8875
0530_0_1536.jpg,0.9766,0.9745
0530_0_256.jpg,0.9829,0.9783
0530_0_512.jpg,0.9795,0.9742
0530_0_768.jpg,0.919,0.8678
0530_1024_0.jpg,0.9789,0.9719
0530_1024_1024.jpg,0.7526,0.7483
0530_1024_1280.jpg,0.7624,0.7415
0530_1024_1536.jpg,0.8979,0.8718
0530_1024_256.jpg,0.982,0.9779
0530_1024_512.jpg,0.9881,0.9812
0530_1024_768.jpg,0.9494,0.9463
0530_256_0.jpg,0.9814,0.9797
0530_256_1024.jpg,0.5428,0.5241
0530_256_1280.jpg,0.6609,0.6097
0530_256_1536.jpg,0.9236,0.8956
0530_256_256.jpg,0.9848,0.978
0530_256_512.jpg,0.9837,0.9777
0530_256_768.jpg,0.7174,0.6993
0530_512_0.jpg,0.9814,0.9796
0530_512_1024.jpg,0.7659,0.737
0530_512_1280.jpg,0.756,0.6962
0530_512_1536.jpg,0.8751,0.8055
0530_512_256.jpg,0.9852,0.9757
0530_512_512.jpg,0.9864,0.9818
0530_512_768.jpg,0.7903,0.7816
0530_768_0.jpg,0.9816,0.9795
0530_768_1024.jpg,0.7999,0.7938
0530_768_1280.jpg,0.8043,0.79
0530_768_1536.jpg,0.9408,0.9162
0530_768_256.jpg,0.9847,0.9757
0530_768_512.jpg,0.9895,0.9836
0530_768_768.jpg,0.9149,0.9072
0534_0_0.jpg,0.9927,0.7769
0534_0_1024.jpg,0.941,0.935
0534_0_1280.jpg,0.7769,0.7651
0534_0_1536.jpg,0.9359,0.9248
0534_0_256.jpg,0.994,0.9649
0534_0_512.jpg,0.9927,0.987
0534_0_768.jpg,0.9899,0.9836
0534_256_0.jpg,0.9832,0.913
0534_256_1024.jpg,0.6753,0.6554
0534_256_1280.jpg,0.6833,0.6781
0534_256_1536.jpg,0.826,0.8087
0534_256_256.jpg,0.9937,0.7461
0534_256_512.jpg,0.9904,0.9363
0534_256_768.jpg,0.988,0.9772
0534_512_0.jpg,0.7239,0.7117
0534_512_1024.jpg,0.6547,0.6457
0534_512_1280.jpg,0.5906,0.5857
0534_512_1536.jpg,0.8012,0.7957
0534_512_256.jpg,0.657,0.6399
0534_512_512.jpg,0.7249,0.6887
0534_512_768.jpg,0.7814,0.7695
0534_768_0.jpg,0.7598,0.7485
0534_768_1024.jpg,0.5362,0.5229
0534_768_1280.jpg,0.5798,0.5667
0534_768_1536.jpg,0.6852,0.6804
0534_768_256.jpg,0.7647,0.7502
0534_768_512.jpg,0.698,0.6795
0534_768_768.jpg,0.6512,0.6376
0535_0_0.jpg,0.9839,0.9831
0535_0_1024.jpg,0.9095,0.8995
0535_0_1280.jpg,0.9492,0.9354
0535_0_1536.jpg,0.978,0.9682
0535_0_256.jpg,0.9743,0.97
0535_0_512.jpg,0.9327,0.9208
0535_0_768.jpg,0.8977,0.8844
0535_1024_0.jpg,0.6896,0.6837
0535_1024_1024.jpg,0.4402,0.4265
0535_1024_1280.jpg,0.4835,0.4626
0535_1024_1536.jpg,0.5805,0.5698
0535_1024_256.jpg,0.6145,0.6114
0535_1024_512.jpg,0.4769,0.475
0535_1024_768.jpg,0.4477,0.4423
0535_256_0.jpg,0.9822,0.9431
0535_256_1024.jpg,0.737,0.7171
0535_256_1280.jpg,0.9791,0.9724
0535_256_1536.jpg,0.9752,0.9667
0535_256_256.jpg,0.9808,0.9614
0535_256_512.jpg,0.9787,0.9744
0535_256_768.jpg,0.7816,0.7712
0535_512_0.jpg,0.688,0.678
0535_512_1024.jpg,0.5355,0.526
0535_512_1280.jpg,0.966,0.9568
0535_512_1536.jpg,0.9904,0.9845
0535_512_256.jpg,0.7222,0.6988
0535_512_512.jpg,0.6695,0.6613
0535_512_768.jpg,0.5148,0.5078
0535_768_0.jpg,0.5949,0.5875
0535_768_1024.jpg,0.4687,0.4599
0535_768_1280.jpg,0.5932,0.5826
0535_768_1536.jpg,0.6529,0.6412
0535_768_256.jpg,0.5693,0.562
0535_768_512.jpg,0.4757,0.4652
0535_768_768.jpg,0.486,0.4789
0546_0_0.jpg,0.9726,0.9649
0546_0_1024.jpg,0.7472,0.7397
0546_0_1280.jpg,0.7708,0.7691
0546_0_1536.jpg,0.8664,0.8541
0546_0_256.jpg,0.923,0.9152
0546_0_512.jpg,0.8482,0.8339
0546_0_768.jpg,0.7675,0.7648
0546_1024_0.jpg,0.8016,0.7813
0546_1024_1024.jpg,0.8308,0.8258
0546_1024_1280.jpg,0.8101,0.8015
0546_1024_1536.jpg,0.7493,0.6664
0546_1024_256.jpg,0.8633,0.8499
0546_1024_512.jpg,0.7914,0.7847
0546_1024_768.jpg,0.8449,0.8373
0546_1280_0.jpg,0.8593,0.8498
0546_1280_1024.jpg,0.9063,0.8957
0546_1280_1280.jpg,0.8262,0.8137
0546_1280_1536.jpg,0.7669,0.744
0546_1280_256.jpg,0.9017,0.8895
0546_1280_512.jpg,0.8125,0.8013
0546_1280_768.jpg,0.8818,0.8693
0546_256_0.jpg,0.7669,0.7562
0546_256_1024.jpg,0.7637,0.7565
0546_256_1280.jpg,0.7831,0.7818
0546_256_1536.jpg,0.765,0.7539
0546_256_256.jpg,0.7885,0.7762
0546_256_512.jpg,0.8177,0.8063
0546_256_768.jpg,0.8272,0.8208
0546_512_0.jpg,0.7859,0.7376
0546_512_1024.jpg,0.8109,0.8044
0546_512_1280.jpg,0.7966,0.7679
0546_512_1536.jpg,0.8314,0.6917
0546_512_256.jpg,0.8465,0.6693
0546_512_512.jpg,0.8237,0.6804
0546_512_768.jpg,0.8138,0.7746
0546_768_0.jpg,0.7817,0.71
0546_768_1024.jpg,0.8289,0.8214
0546_768_1280.jpg,0.7499,0.7383
0546_768_1536.jpg,0.794,0.7473
0546_768_256.jpg,0.7776,0.7035
0546_768_512.jpg,0.7542,0.7097
0546_768_768.jpg,0.7827,0.7778
0569_0_0.jpg,0.9927,0.982
0569_0_1024.jpg,0.9907,0.9846
0569_0_1280.jpg,0.9925,0.9833
0569_0_1536.jpg,0.9948,0.9806
0569_0_256.jpg,0.9907,0.986
0569_0_512.jpg,0.9889,0.9864
0569_0_768.jpg,0.9888,0.9853
0569_1024_0.jpg,0.4293,0.4156
0569_1024_1024.jpg,0.3265,0.3196
0569_1024_1280.jpg,0.3423,0.3367
0569_1024_1536.jpg,0.4302,0.4172
0569_1024_256.jpg,0.3533,0.3415
0569_1024_512.jpg,0.3402,0.3319
0569_1024_768.jpg,0.3288,0.3224
0569_256_0.jpg,0.991,0.9827
0569_256_1024.jpg,0.976,0.9734
0569_256_1280.jpg,0.9723,0.9657
